# τ	Fs	F	Δζ	ΔG	Δr²
0.0	1.0	1.0	3340.5830648019055	359.92863269152656	0.0
3.125e-7	0.9999838611727643	0.9999943502415658	3338.86815726715	359.73590035915174	3.125e-7
6.25e-7	0.9999677273702702	0.9999887021828944	3337.154694895315	359.5433370070012	6.248368855925389e-7
9.375000000000001e-7	0.9999516033503418	0.9999830574896053	3335.44276931885	359.3509497930347	9.368477949817866e-7
1.25e-6	0.9999354891035641	0.9999774161584735	3333.73237889874	359.15873852629153	1.2485331506993586e-6
1.5625e-6	0.9999193846191279	0.9999717781857861	3332.0235219792366	358.9667030153317	1.5598934597399635e-6
1.8750000000000003e-6	0.9999032898862373	0.999966143567835	3330.316196906567	358.7748430689451	1.8709292282889692e-6
2.1875000000000002e-6	0.9998872048941106	0.9999605123009166	3328.6104020289504	358.5831584961526	2.1816409616793283e-6
2.5e-6	0.9998711296319797	0.9999548843813322	3326.9061356966004	358.3916491062045	2.492029164393035e-6
2.8125e-6	0.9998550640890903	0.9999492598053876	3325.2033962617015	358.2003147085807	2.802094340062601e-6
3.125e-6	0.9998390082547022	0.9999436385693938	3323.5021820784186	358.00915511299075	3.111836991472529e-6
3.4375e-6	0.9998229621180887	0.9999380206696661	3321.802491502908	357.8181701293731	3.421257620560785e-6
3.7500000000000005e-6	0.9998069256685372	0.9999324061025248	3320.104322893283	357.6273595678946	3.7303567284202686e-6
4.0625000000000005e-6	0.9997908988953487	0.9999267948642947	3318.4076746096434	357.4367232389508	4.039134815300276e-6
4.3750000000000005e-6	0.9997748817878377	0.9999211869513054	3316.712545014054	357.2462609531657	4.347592380607967e-6
4.6875000000000004e-6	0.9997588743353328	0.9999155823598913	3315.0189324705466	357.0559725213904	4.655729922909823e-6
5.0e-6	0.9997428765271763	0.9999099810863914	3313.326835345115	356.86585775470434	4.963547939933108e-6
5.3125e-6	0.9997268946734561	0.9999043853207052	3311.6365978196554	356.6759525185542	5.270834996172066e-6
5.625e-6	0.9997109245393014	0.9998987935932286	3309.9479869808674	356.48623251066033	5.577733401749958e-6
5.9375e-6	0.9996949647057494	0.999893205411573	3308.2609241209752	356.29668950709134	5.8842909384410065e-6
6.25e-6	0.999679014692671	0.9998876206091561	3306.575381926352	356.10732064210504	6.1905238670360604e-6
6.5625e-6	0.9996630743329553	0.9998820391280226	3304.8913502130863	355.91812483570385	6.496437937118409e-6
6.875e-6	0.99964714356386	0.999876460946436	3303.2088245074733	355.7291016031313	6.802035392764073e-6
7.1875e-6	0.9996312223574493	0.9998708860547393	3301.5278022401544	355.54025065814284	7.107317308590038e-6
7.500000000000001e-6	0.9996153106974	0.999865314447305	3299.848281477769	355.35157178079726	7.412284368709349e-6
7.8125e-6	0.9995994085712695	0.9998597461198525	3298.1702605001806	355.16306477339805	7.71693712647423e-6
8.125000000000001e-6	0.9995835159679194	0.9998541810685521	3296.493737659618	354.9747294458107	8.021276091088254e-6
8.4375e-6	0.9995676328766531	0.9998486192897298	3294.8187113337194	354.78656561057096	8.325301756488086e-6
8.750000000000001e-6	0.9995517592869317	0.9998430607797645	3293.1451799098704	354.5985730812526	8.629014610975026e-6
9.0625e-6	0.9995358951882769	0.9998375055350569	3291.473141779993	354.4107516719243	8.932415140427575e-6
9.375000000000001e-6	0.9995200405702412	0.999831953552018	3289.802595338807	354.2231011969687	9.235503829373621e-6
9.6875e-6	0.9995041954223941	0.9998264048270645	3288.1335389832425	354.0356214710213	9.538281161348885e-6
1.0e-5	0.9994883597343195	0.9998208593566189	3286.465971112248	353.84831230895	9.84074761901739e-6
1.0625e-5	0.9994567166821005	0.9998097781602242	3283.135293673822	353.47420486172234	1.0444750476887784e-5
1.125e-5	0.9994251113397935	0.999798709937485	3279.8105507611535	353.1007774292692	1.1047515818530529e-5
1.1875e-5	0.9993935436276519	0.9997876546610065	3276.491729804127	352.7280285553978	1.1649047332690906e-5
1.25e-5	0.9993620134640848	0.9997766123027608	3273.1788181504444	352.3559567762194	1.2249348790745195e-5
1.3125e-5	0.9993305207670273	0.999765582834556	3269.871803140649	351.9845606276241	1.284842398307216e-5
1.375e-5	0.9992990654543961	0.9997545662281948	3266.570672133133	351.61383864777304	1.344627669792569e-5
1.4375e-5	0.9992676474442415	0.9997435624555261	3263.2754125123543	351.24378937791545	1.4042910714353743e-5
1.5000000000000002e-5	0.9992362666547987	0.9997325714884612	3259.986011691588	350.87441136266153	1.4638329799925894e-5
