# k	S
0.11780972450961723	0.01812122975223069
0.35342917352885167	0.01724910048260793
0.5890486225480861	0.0157635549467039
0.8246680715673206	0.014054943991034324
1.060287520586555	0.012482030544064684
1.2959069696057894	0.011269592333679199
1.531526418625024	0.010497249839045037
1.7671458676442584	0.010146637760485959
2.002765316663493	0.010159139721115106
2.2383847656827274	0.010476558068411433
2.474004214701962	0.011060613284134279
2.7096236637211963	0.011898557810966206
2.945243112740431	0.013003181643911822
3.1808625617596653	0.014412657001000646
3.4164820107789	0.016193169137893683
3.6521014597981343	0.01844635075283914
3.8877209088173683	0.02132424427266212
4.123340357836603	0.025057132618502655
4.358959806855838	0.030005481646597793
4.594579255875072	0.03676009785872297
4.830198704894307	0.04634298389777372
5.065818153913541	0.06062457908818483
5.301437602932776	0.08321396513649361
5.53705705195201	0.12138983840556124
5.772676500971244	0.1903025748764808
6.008295949990479	0.3218810810371589
6.243915399009713	0.5814145768866025
6.479534848028948	1.0818250659554463
6.715154297048182	1.900501006928657
6.950773746067417	2.710725421831831
7.186393195086651	2.8436451140384933
7.422012644105886	2.385974645294668
7.65763209312512	1.8362854215527467
7.8932515421443545	1.39661979970695
8.12887099116359	1.0793828305329065
8.364490440182824	0.8562711811596114
8.600109889202058	0.7003671113595948
8.835729338221292	0.5920187400993733
9.071348787240527	0.5176867704430824
9.306968236259761	0.46823006902289344
9.542587685278995	0.43761012036978253
9.77820713429823	0.42200681356025826
10.013826583317464	0.4192362347804323
10.2494460323367	0.42838590579589914
10.485065481355933	0.4496060258924359
10.720684930375167	0.48400212474440235
10.956304379394401	0.5335610599710969
11.191923828413637	0.600999903315803
11.427543277432871	0.6893491106238814
11.663162726452105	0.8009881652728312
11.89878217547134	0.9358478863527923
12.134401624490575	1.0888218454139833
12.37002107350981	1.247350687808073
12.605640522529043	1.3913590413118575
12.841259971548277	1.497706279049375
13.076879420567513	1.548425130131636
13.312498869586747	1.5379785266468113
13.548118318605981	1.4745509065162992
13.783737767625215	1.3751522841838095
14.01935721664445	1.258647242736063
14.254976665663685	1.1406745566345589
14.49059611468292	1.0316813494409542
14.726215563702153	0.9372468087541483
14.961835012721387	0.8594041566163177
15.197454461740623	0.7980558970856044
15.433073910759857	0.7520783785168924
15.668693359779091	0.7200400058918267
15.904312808798325	0.7006028869617638
16.13993225781756	0.692710209930566
16.375551706836795	0.6956440285186011
16.61117115585603	0.709006941797322
16.846790604875263	0.7326520558635083
17.0824100538945	0.7665630304213212
17.31802950291373	0.8106709614206274
17.553648951932967	0.8645901283011524
17.789268400952203	0.9272675165241582
18.024887849971435	0.9965817676476496
18.26050729899067	1.068999406152085
18.496126748009903	1.13947769883782
18.73174619702914	1.2018310366027196
18.967365646048375	1.2496686083153508
19.202985095067607	1.2777446182741041
19.438604544086843	1.2832648745023914
19.67422399310608	1.2665974099035517
19.90984344212531	1.2310730739854212
20.145462891144547	1.182000995955525
20.38108234016378	1.1253599349270644
20.616701789183015	1.066662499353516
20.85232123820225	1.0102776674274736
21.087940687221483	0.9592327513600083
21.32356013624072	0.9153503659417535
21.55917958525995	0.8795398499713034
21.794799034279187	0.8521067634941613
22.030418483298423	0.8330084349999914
22.266037932317655	0.8220332757507492
22.50165738133689	0.8189082923783514
22.737276830356127	0.8233481639155112
22.97289627937536	0.8350585581901124
23.208515728394595	0.8537023467105834
23.444135177413827	0.8788339005486536
23.679754626433063	0.9098060867698428
23.9153740754523	0.9456586617521278
24.15099352447153	0.9850064774269728
24.386612973490767	1.0259602284811946
24.62223242251	1.0661260610040662
24.857851871529235	1.102732484422995
25.09347132054847	1.132910823112996
25.329090769567703	1.1541039856377948
25.56471021858694	1.1645126217245807
25.800329667606174	1.16344352296784
26.035949116625407	1.1514383549788976
26.271568565644642	1.130136500270726
26.507188014663875	1.101926159880609
26.74280746368311	1.0695072521818376
26.978426912702346	1.0354958059933952
27.21404636172158	1.002152797241193
27.449665810740814	0.9712572620417246
27.68528525976005	0.944096616865421
27.920904708779283	0.9215282530637768
28.15652415779852	0.904069680234517
28.39214360681775	0.8919876603559993
28.627763055836986	0.8853704298618229
28.863382504856222	0.8841769501217093
29.099001953875455	0.8882626989242761
29.33462140289469	0.8973840793112365
29.570240851913923	0.9111846489512513
29.80586030093316	0.9291673587825305
30.041479749952394	0.9506587111549759
30.277099198971626	0.974773589994345
30.512718647990862	1.000393167890656
30.748338097010098	1.0261714422436556
30.98395754602933	1.050586156441292
31.219576995048566	1.072044172188216
31.4551964440678	1.0890380750567805
31.690815893087034	1.1003319231614557
31.92643534210627	1.1051365818107934
32.162054791125506	1.1032287559607168
32.39767424014474	1.094979151276469
32.63329368916397	1.0812816758692536
32.86891313818321	1.0634056294378
33.10453258720244	1.0428125990302717
33.340152036221674	1.0209819705326142
33.57577148524091	0.9992762066419203
33.811390934260146	0.9788582673789872
34.04701038327938	0.9606574671614871
34.28262983229861	0.9453710020409269
34.51824928131785	0.9334861628840716
34.75386873033708	0.9253103701008851
34.989488179356314	0.9209999625323478
35.225107628375554	0.9205824060408704
35.460727077394786	0.923969536831326
35.69634652641402	0.9309615893262928
35.93196597543326	0.9412433626818439
36.16758542445249	0.9543752877403392
36.40320487347172	0.9697835845642632
36.638824322490954	0.9867551334826652
36.874443771510194	1.0044437834430575
37.110063220529426	1.0218949173060838
37.34568266954866	1.0380933256006153
37.5813021185679	1.0520351734755706
37.81692156758713	1.0628182918430547
38.05254101660636	1.0697377553364134
38.2881604656256	1.0723685286744604
38.523779914644834	1.070616770302989
38.759399363664066	1.064727422069983
38.995018812683305	1.0552463646079997
39.23063826170254	1.042946663430857
39.46625771072177	1.028735956143357
39.701877159741	1.0135635242125485
39.93749660876024	0.9983416468157814
40.173116057779474	0.9838890623251862
40.408735506798706	0.9708976710302437
40.644354955817946	0.9599188833894619
40.87997440483718	0.9513637688898554
41.11559385385641	0.9455109427231587
41.35121330287565	0.9425171337310475
41.58683275189488	0.942426884846867
41.822452200914114	0.9451793906578764
42.05807164993335	0.9506118789821931
42.293691098952586	0.958460164622584
42.52931054797182	0.9683580742130079
42.76492999699106	0.9798383618669253
43.00054944601029	0.9923384130608918
43.23616889502952	1.0052142560285542
43.471788344048754	1.0177658663832545
43.70740779306799	1.0292751908121132
43.943027242087226	1.0390556813367284
44.17864669110646	1.0465088035515557
44.4142661401257	1.0511798483654622
44.64988558914493	1.0528036333163593
44.88550503816416	1.0513313313932955
45.1211244871834	1.046932937660937
45.35674393620263	1.0399749267639715
45.592363385221866	1.0309778184692817
45.827982834241105	1.0205619584746497
46.06360228326034	1.0093908739806676
46.29922173227957	0.9981201792130736
46.5348411812988	0.9873571088567811
46.77046063031804	0.9776325260354601
47.00608007933727	0.9693846074797812
