# k	S
0.11780972450961723	0.018658673327431936
0.35342917352885167	0.012582334776103906
0.5890486225480861	0.011587149595246257
0.8246680715673206	0.011414444894172524
1.060287520586555	0.011560469159719783
1.2959069696057894	0.011889485032601657
1.531526418625024	0.012354145936219649
1.7671458676442584	0.012942618083326916
2.002765316663493	0.013661824433989295
2.2383847656827274	0.014529505505296384
2.474004214701962	0.015571294067278687
2.7096236637211963	0.016820852972761514
2.945243112740431	0.0183216995189614
3.1808625617596653	0.020130257970002254
3.4164820107789	0.02232029495065012
3.6521014597981343	0.02498928140022622
3.8877209088173683	0.028267620449403216
4.123340357836603	0.032332262792014003
4.358959806855838	0.03742719803904299
4.594579255875072	0.043894988675396124
4.830198704894307	0.05222652215896132
5.065818153913541	0.0631417382216307
5.301437602932776	0.07772484629817766
5.53705705195201	0.09765922235712195
5.772676500971244	0.12565314373275435
6.008295949990479	0.16625060197323246
6.243915399009713	0.22746415363933417
6.479534848028948	0.324251391601341
6.715154297048182	0.48622412228574835
6.950773746067417	0.7745856822498526
7.186393195086651	1.3119272020998174
7.422012644105886	2.2662838353908876
7.65763209312512	3.4455611281279044
7.8932515421443545	3.7463017928549798
8.12887099116359	2.919451385798382
8.364490440182824	2.0050702631248782
8.600109889202058	1.4028311691792
8.835729338221292	1.0424760493916978
9.071348787240527	0.8231873190711677
9.306968236259761	0.6846959658278972
9.542587685278995	0.5946371241571199
9.77820713429823	0.5354631313719791
10.013826583317464	0.49734528444759896
10.2494460323367	0.4746282804289984
10.485065481355933	0.4640468966918498
10.720684930375167	0.46380586474449265
10.956304379394401	0.47309540291408836
11.191923828413637	0.49183635091759903
11.427543277432871	0.5205501541522984
11.663162726452105	0.5602925912894628
11.89878217547134	0.6126021692968945
12.134401624490575	0.6794024152334237
12.37002107350981	0.762761138340483
12.605640522529043	0.8643499423174711
12.841259971548277	0.9843901857904256
13.076879420567513	1.119920396692017
13.312498869586747	1.2626062998493797
13.548118318605981	1.397267816704754
13.783737767625215	1.5034031502335374
14.01935721664445	1.5614268366453465
14.254976665663685	1.561434816653261
14.49059611468292	1.5081244929156887
14.726215563702153	1.4176149799863973
14.961835012721387	1.3092857889785396
15.197454461740623	1.1990351382317508
15.433073910759857	1.0968748077809933
15.668693359779091	1.0076803979913462
15.904312808798325	0.9329620423324944
16.13993225781756	0.8724248329209309
16.375551706836795	0.824996008706176
16.61117115585603	0.7893996546452746
16.846790604875263	0.764439200501703
17.0824100538945	0.7491147711252961
17.31802950291373	0.742654288776583
17.553648951932967	0.7445011674088557
17.789268400952203	0.7542788618868462
18.024887849971435	0.7717392424738087
18.26050729899067	0.7966940135068016
18.496126748009903	0.8289240846349928
18.73174619702914	0.8680605103143174
18.967365646048375	0.9134335297126239
19.202985095067607	0.9638959500794474
19.438604544086843	1.0176464670454455
19.67422399310608	1.0721073323084798
19.90984344212531	1.1239399452431469
20.145462891144547	1.1692881982530015
20.38108234016378	1.2042911156666098
20.616701789183015	1.2257910916933539
20.85232123820225	1.2320264572403543
21.087940687221483	1.2230374636934325
21.32356013624072	1.2006104002256393
21.55917958525995	1.1677950536764734
21.794799034279187	1.1282127799261419
22.030418483298423	1.085411789899962
22.266037932317655	1.0424332788721136
22.50165738133689	1.0016214318959724
22.737276830356127	0.9646218897145415
22.97289627937536	0.9324863113052562
23.208515728394595	0.905813990456348
23.444135177413827	0.8848877801628672
23.679754626433063	0.8697845188035654
23.9153740754523	0.860454708255342
24.15099352447153	0.8567733419071906
24.386612973490767	0.8585661852645471
24.62223242251	0.8656158312816089
