# τ	Fs	F	Δζ	ΔG	Δr²
0.0	1.0	1.0	944.675220886451	93.6242963701178	0.0
3.125e-7	0.9999838611727643	0.9999883907108581	944.2364401818843	93.57956633487683	3.125e-7
6.25e-7	0.9999677239532692	0.9999767825256421	943.7980163236423	93.53487389680556	6.249538732802302e-7
9.375000000000001e-7	0.999951589687382	0.9999651764124974	943.3599542972446	93.49021950510053	9.373155427791566e-7
1.25e-6	0.9999354583734238	0.9999535723702351	942.9222537445236	93.4456031210536	1.2495850717236275e-6
1.5625e-6	0.9999193300096049	0.9999419703975866	942.4849143075031	93.40102470598683	1.5617625300844134e-6
1.8750000000000003e-6	0.999903204594137	0.9999303704932848	942.0479356285954	93.35648422126542	1.8738479877647054e-6
2.1875000000000002e-6	0.9998870821252335	0.9999187726560633	941.611317350606	93.31198162829756	2.1858415145991847e-6
2.5e-6	0.9998709626011093	0.9999071768846572	941.1750591167228	93.26751688853443	2.497743180354097e-6
2.8125e-6	0.999854846019981	0.9998955831778024	940.7391605705265	93.22308996347009	2.8095530547273276e-6
3.125e-6	0.9998387323800667	0.999883991534236	940.3036213559793	93.17870081464147	3.121271207348478e-6
3.4375e-6	0.999822621679586	0.9998724019526964	939.868441117434	93.13434940362838	3.4328977077789383e-6
3.7500000000000005e-6	0.9998065139167603	0.999860814431923	939.433619499629	93.09003569205332	3.744432625511964e-6
4.0625000000000005e-6	0.9997904090898124	0.9998492289706562	938.9991561476868	93.04575964158151	4.0558760299727485e-6
4.3750000000000005e-6	0.9997743071969667	0.9998376455676377	938.565050707117	93.00152121392094	4.3672279905185015e-6
4.6875000000000004e-6	0.9997582082364492	0.9998260642216101	938.1313028238129	92.95732037082207	4.6784885764385185e-6
5.0e-6	0.9997421122064876	0.9998144849313176	937.6979121440534	92.91315707407804	4.989657856954259e-6
5.3125e-6	0.9997260209687702	0.9998029090185926	937.2649430342545	92.86903800497404	5.300675176616641e-6
5.625e-6	0.9997099332777574	0.9997913355990867	936.8323518645077	92.82495863175576	5.611581149457083e-6
5.9375e-6	0.9996938487170667	0.9997797643771661	936.4001238610618	92.78091741895399	5.92238936072868e-6
6.25e-6	0.9996777671467212	0.9997681952534471	935.9682538662921	92.73691382957898	6.2331043851593386e-6
6.5625e-6	0.9996616885188843	0.9997566281939673	935.5367399272526	92.69294765939176	6.54372779362785e-6
6.875e-6	0.9996456128164365	0.9997450631865746	935.10558115916	92.64901881506432	6.854260155586526e-6
7.1875e-6	0.999629540032499	0.9997335002263873	934.6747770334372	92.60512724025521	7.164701706601222e-6
7.500000000000001e-6	0.9996134701636071	0.9997219393109471	934.2443271404587	92.56127289097644	7.475052570886647e-6
7.8125e-6	0.9995974032074363	0.9997103804386062	933.8142311104921	92.51745572738425	7.785312835492143e-6
8.125000000000001e-6	0.9995813391620422	0.9996988236079869	933.38448858735	92.47367571104411	8.095482575032777e-6
8.4375e-6	0.9995652780256092	0.999687268817802	932.9550992196121	92.42993280401885	8.405561859933894e-6
8.750000000000001e-6	0.9995492197963646	0.999675716066795	932.5260626577017	92.3862269685652	8.715550759179623e-6
9.0625e-6	0.9995331644725518	0.9996641653537216	932.0973785529038	92.34255816703217	9.025449341229189e-6
9.375000000000001e-6	0.99951711205242	0.999652616677341	931.6690465570447	92.29892636182751	9.335257674322414e-6
9.6875e-6	0.9995010625342221	0.9996410700364146	931.2410663223848	92.2553315154064	9.644975826581608e-6
1.0e-5	0.9994850159162124	0.9996295254297061	930.8134375015754	92.21177359026755	9.95460386604562e-6
1.0625e-5	0.9994529313714705	0.9996064423123588	929.9592325903906	92.12476834085129	1.0573589968645672e-5
1.125e-5	0.9994208584058133	0.9995833673165253	929.1064291352807	92.03791032326251	1.1192216464625852e-5
1.1875e-5	0.9993887970058505	0.9995603004327163	928.2550243987016	91.95119924194438	1.181048387571463e-5
1.25e-5	0.999356747157874	0.9995372416512179	927.4050156306706	91.86463480003627	1.2428392735986233e-5
1.3125e-5	0.9993247088480852	0.9995141909622515	926.5564000810423	91.77821670068337	1.3045943582957975e-5
1.375e-5	0.999292682062671	0.9994911483560284	925.7091750035827	91.69194464747258	1.366313695456482e-5
1.4375e-5	0.9992606667878301	0.9994681138227685	924.8633376573288	91.60581834457597	1.4279973388211214e-5
1.5000000000000002e-5	0.9992286630097812	0.9994450873527052	924.018885307025	91.5198374967983	1.4896453420397394e-5
1.5625e-5	0.9991966707147661	0.9994220689360891	923.1758152232585	91.43400180959115	1.5512577586655387e-5
1.6250000000000002e-5	0.9991646898890503	0.9993990585631879	922.334124682503	91.34831098905707	1.6128346421470196e-5
1.6875e-5	0.9991327205189232	0.9993760562242855	921.4938109671123	91.26276474194961	1.6743760458313954e-5
1.7500000000000002e-5	0.9991007625906987	0.9993530619096839	920.6548713653226	91.17736277567258	1.7358820229599985e-5
1.8125e-5	0.999068816090714	0.9993300756097012	919.8173031712323	91.09210479827844	1.797352626672778e-5
1.8750000000000002e-5	0.9990368810053308	0.999307097314673	918.9811036847958	91.00699051846736	1.8587879100040766e-5
1.9375e-5	0.9990049573209345	0.9992841270149518	918.146270211803	90.92201964558505	1.9201879258872404e-5
2.0e-5	0.998973045023935	0.9992611647009074	917.3128000638748	90.83719188962188	1.9815527271504442e-5
2.125e-5	0.9989092545199337	0.9992152639786946	915.6499380651721	90.66796446998116	2.1041769663597924e-5
2.25e-5	0.998845509397133	0.9991693950798721	913.992496941811	90.49930602098715	2.2266610013380822e-5
2.375e-5	0.9987818095516763	0.9991235579308472	912.3404556094863	90.33121426846249	2.3490052354286475e-5
