# τ	Fs	F	Δζ	ΔG	Δr²
0.0	1.0	1.0	4282.1111087957925	484.70556889996953	0.0
3.125e-7	0.9999838611727643	0.99998643032582	4279.918370347763	484.46470237540035	3.125e-7
6.25e-7	0.9999677287130607	0.9999728659706568	4277.727538101588	484.22404072798344	6.247909125435158e-7
9.375000000000001e-7	0.999951608719193	0.9999593120620478	4275.538810075558	483.9835964487143	9.366640042048837e-7
1.25e-6	0.9999355011775867	0.9999457685886333	4273.352183836498	483.743369302952	1.2481199082410357e-6
1.5625e-6	0.9999194060723757	0.9999322355371266	4271.167656889153	483.50335905465363	1.5591593966528669e-6
1.8750000000000003e-6	0.9999033233877165	0.9999187128942597	4268.9852267416345	483.26356546806556	1.8697832400103063e-6
2.1875000000000002e-6	0.9998872531077884	0.999905200646784	4266.804890905438	483.02398830772245	2.1799922073614905e-6
2.5e-6	0.9998711952167936	0.99989169878147	4264.626646895444	482.78462733844714	2.4897870662357845e-6
2.8125e-6	0.9998551496989575	0.9998782072851078	4262.4504922299075	482.54548232535006	2.7991685826468587e-6
3.125e-6	0.9998391165385283	0.9998647261445062	4260.276424430468	482.3065530338294	3.1081375210957583e-6
3.4375e-6	0.9998230957197772	0.9998512553464933	4258.104441022123	482.06783922957044	3.4166946445739693e-6
3.7500000000000005e-6	0.9998070872269984	0.9998377948779169	4255.934539533242	481.8293406785444	3.724840714566476e-6
4.0625000000000005e-6	0.9997910910445086	0.9998243447256432	4253.7667174955495	481.5910571470095	4.032576491054812e-6
4.3750000000000005e-6	0.9997751071566475	0.9998109048765577	4251.600972444118	481.35298840150966	4.339902732520106e-6
4.6875000000000004e-6	0.9997591355477776	0.9997974753175651	4249.437301917374	481.1151342088742	4.646820195946123e-6
5.0e-6	0.9997431762022841	0.9997840560355891	4247.275703457093	480.87749433621735	4.953329636822294e-6
5.3125e-6	0.9997272371606802	0.9997706537800474	4245.116723892162	480.640116616394	5.2591614501365156e-6
5.625e-6	0.9997113130208521	0.9997572640163429	4242.959993260881	480.4029686708226	5.564497448188338e-6
5.9375e-6	0.9996954019713074	0.9997438852239091	4240.805386620417	480.1660395546115	5.869398759859822e-6
6.25e-6	0.9996795033977509	0.999730516887128	4238.652860699091	479.9293254660314	6.17388626727069e-6
6.5625e-6	0.9996636170850716	0.9997171588254621	4236.502399449849	479.69282498406585	6.477967429979664e-6
6.875e-6	0.9996477429512689	0.99970381097011	4234.353995902266	479.4565374812805	6.781645230382341e-6
7.1875e-6	0.9996318809587381	0.9996904732895356	4232.207646113516	479.2204625948983	7.084921156844849e-6
7.500000000000001e-6	0.9996160310846937	0.9996771457646433	4230.0633471521005	478.9846000505285	7.387796198528067e-6
7.8125e-6	0.9996001933113038	0.9996638283804953	4227.921096425829	478.7489496034239	7.690271177145825e-6
8.125000000000001e-6	0.9995843676224042	0.9996505211235535	4225.780891457791	478.5135110189026	7.99234685760235e-6
8.4375e-6	0.9995685540024027	0.9996372239807578	4223.642729811674	478.2782840658246	8.294023984889863e-6
8.750000000000001e-6	0.999552752435909	0.9996239369392217	4221.506609066886	478.0432685144166	8.595303296395221e-6
9.0625e-6	0.9995369629076191	0.9996106599861284	4219.372526810258	477.80846413554696	8.896185526005912e-6
9.375000000000001e-6	0.9995211854022698	0.9995973931086951	4217.240480633258	477.57387070048384	9.196671405481286e-6
9.6875e-6	0.9995054199046269	0.9995841362941651	4215.110468131087	477.33948798081536	9.496761664911784e-6
1.0e-5	0.9994896663994813	0.9995708895298004	4212.982486902334	477.1053157484202	9.796457032874012e-6
1.0625e-5	0.9994581952858101	0.9995444260838434	4208.732607250584	476.63760173333463	1.039466696501925e-5
1.125e-5	0.9994267719535485	0.9995180026806245	4204.490823490353	476.17072690370577	1.0991306353035947e-5
1.1875e-5	0.9993953962863285	0.9994916192226917	4200.257116846951	475.70468946720644	1.1586380757342724e-5
1.25e-5	0.9993640681651288	0.99946527561037	4196.031468384489	475.23948762086434	1.2179895859944133e-5
1.3125e-5	0.9993327874702727	0.9994389717434363	4191.813859147554	474.77511956108907	1.2771857368249378e-5
1.375e-5	0.9993015540820983	0.9994127075216793	4187.6042702083605	474.3115834870186	1.3362270983257189e-5
1.4375e-5	0.999270367881178	0.9993864828450837	4183.402682682396	473.8488776016127	1.3951142388796076e-5
1.5000000000000002e-5	0.9992392287483944	0.9993602976138943	4179.209077733502	473.38700011202417	1.4538477248195636e-5
1.5625e-5	0.9992081365649615	0.9993341517286319	4175.023436575464	472.9259492296993	1.512428120303666e-5
1.6250000000000002e-5	0.9991770912124334	0.999308045090104	4170.845740472475	472.46572317041904	1.5708559872992124e-5
1.6875e-5	0.999146092572705	0.9992819775994011	4166.67597073915	472.00632015428863	1.629131885563627e-5
1.7500000000000002e-5	0.9991151405280128	0.9992559491579011	4162.514108740452	471.54773840574387	1.6872563726636867e-5
1.8125e-5	0.999084234960931	0.9992299596672664	4158.360135891569	471.08997615352786	1.7452300039682493e-5
1.8750000000000002e-5	0.9990533757543775	0.9992040090294427	4154.2140336577495	470.6330316306917	1.803053332671229e-5
1.9375e-5	0.9990225627916048	0.9991780971466592	4150.075783554173	470.17690307457286	1.8607269097856682e-5
